SUMMARY_NR,REPORT_ID,EVENT_DATE,EVENT_TIME,EVENT_DESC,EVENT_KEYWORD,CONST_END_USE,BUILD_STORIES,NONBUILD_HT,PROJECT_COST,PROJECT_TYPE,SIC_LIST,FATALITY,STATE_FLAG,ABSTRACT_TEXT,LOAD_DT
200072882,453720,2006-02-16 12:45:00+00:00,,Employee Is Run over in Fall Off Chassis,"EQUIPMENT OPERATOR,INDUSTRIAL TRUCK,FALL,RUN OVER",,,,,,3713,,,,2019-07-22 00:18:29+00:00
200072890,453720,2006-05-23 17:15:00+00:00,,Employee Sustains Concussion When Forklift Truck Turns Over,"HEAD,UNEVEN GROUND,INDUSTRIAL TRUCK,CONCUSSION,LOST CONTROL,BACKING UP,OVERTURN",A,2.0,,A,A,1741,,,,2019-07-22 00:18:29+00:00
200072908,453720,2006-05-23 14:30:00+00:00,,Employee Dies from Burns after Acetone Fumes Ignite,"BURN,FLAMMABLE LIQUID,FLAMMABLE VAPORS,FIRE,ACETONE,TORCH,BACK,FLOWING MATERIAL,PIPE,SPARK",,,,,,3086,X,,,2019-07-22 00:18:29+00:00
200072916,453720,2006-06-23 08:35:00+00:00,,Employee Sustains Fracture When Trench Caves In,"CHEST,FRACTURE,TRENCH BOX,LADDER,TRENCH,PIPE,UNSTABLE SOIL,CAVE-IN",I,,,E,A,1623,,,,2019-07-22 00:18:29+00:00
200072924,453720,2006-06-21 09:30:00+00:00,,Employee Sustains Amputation While Operating Machine,"AMPUTATED,MACHINE OPERATOR,CAUGHT BY,HAND",,,,,,2541,,,,2019-07-22 00:18:29+00:00
200072932,453720,2006-06-30 12:00:00+00:00,,Employee Is Killed When Struck by Tire Rim,"HEAD,AUTOMOTIVE REPAIR,EXPLOSION,STRUCK BY,FLYING OBJECT,TIRE RIM,TIRE",,,,,,7538,X,,,2019-07-22 00:18:29+00:00
200072957,453720,2006-08-01 16:30:00+00:00,,Employee Dies from Suspected Heat Stress,"UNCONSCIOUSNESS,CPR,HEAT EXHAUSTION",,,,,,2421,X,,,2019-07-22 00:18:29+00:00
200072965,453720,2006-08-01 10:00:00+00:00,,Employee Dies from Suspected Heart Attack,"CARDIOVASC SYSTEM,HEART ATTACK,CARDIAC ARREST",,,,,,7363,X,,,2019-07-22 00:18:29+00:00
200072973,453720,2006-06-28 10:40:00+00:00,,Employee Is Exposed to Anhydrous Ammonia,"BURN,EYE,ANHYDROUS AMMONIA,RESPIRATORY TRACT,CHEMICAL VAPOR",,,,,,2082,,,,2019-07-22 00:18:29+00:00
200072981,453720,2006-06-28 10:40:00+00:00,,Two Employees Are Exposed to Anhydrous Ammonia,"BURN,ANHYDROUS AMMONIA,RESPIRATORY TRACT,CHEMICAL VAPOR",D,,,A,C,1799,,,,2019-07-22 00:18:29+00:00
200073005,453720,2006-09-26 09:48:00+00:00,,Employee Is Injured When Struck by Platform,"PLATFORM,FRACTURE,SPINE,UNSECURED,CRUSHED,INDUSTRIAL TRUCK,FALLING OBJECT,FOOT,LEG,UNSTABLE LOAD",C,2.0,24.0,E,A,1541,,,,2019-07-22 00:18:29+00:00
200073013,453720,2006-08-25 14:30:00+00:00,,Employee Is Killed When Struck by Rotating Lathe,"CHEST,LATHE,STRUCK BY,CONTUSION",,,,,,3599,X,,,2019-07-22 00:18:29+00:00
200073021,453720,2006-10-10 12:28:00+00:00,,Employee Dies of Suspected Heart Attack,"CHEST,CPR,HEART ATTACK,CARDIAC ARREST",,,,,,4231,X,,,2019-07-22 00:18:29+00:00
200073039,453720,2006-10-24 13:55:00+00:00,,Employees in Lift Are Injured When Steel Erection Collapsed,"COLLAPSE,STEEL ERECTION,FALL PROTECTION",D,1.0,,D,A,1541,,,,2019-07-22 00:18:29+00:00
200073047,453720,2006-10-31 15:30:00+00:00,,Employee injured in fall from ladder after electric shock,"HEAD,REPAIR,WORK RULES,LADDER,CONSTRUCTION,ELECTRICAL WORK,ELEC CIRC PART--MISC,ELECTRIC CONDUCTOR,ELECTRIC SHOCK,FALL",C,3.0,,E,B,1731,,,,2019-07-22 00:18:29+00:00
200073054,453720,2006-09-15 08:00:00+00:00,,Employee Is Killed in Fall from Roof,"ROOF,CONSTRUCTION,ROOFER,FALL,FALL PROTECTION",A,2.0,15.0,A,B,1761,X,,,2019-07-22 00:18:29+00:00
200073062,453720,2006-10-20 13:50:00+00:00,,Employee Is Injured When Caught in Unguarded Conveyor,"GLOVE,CAUGHT BY,CAUGHT BETWEEN,CONVEYOR,STRUCK BY,ARM,NIP POINT,PULLEY,HAND,UNGUARDED",,,,,,2599,,,,2019-07-22 00:18:29+00:00
200073070,453720,2006-12-11 21:30:00+00:00,,Employee Suffers from Heart Attack and Dies,"GLUE,HEART ATTACK,CLEANING",,,,,,7361,X,,,2019-07-22 00:18:29+00:00
200073088,453720,2006-11-01 09:00:00+00:00,,Worker Is Killed in Fall from Elevated Work Surface,"HEAD,WORK RULES,CONSTRUCTION,GRATING,MANUAL MAT HANDLING,FALL,FALL PROTECTION,CONCUSSION,UNGUARDED,WORK SURFACE",F,12.0,997.0,E,B,1796,X,,,2019-07-22 00:18:29+00:00
200073096,453720,2007-01-09 16:30:00+00:00,,Tree Trimming Equipment Rolls over and Crushes Worker,"EMBANKMENT,HEAD,ROLL-OVER,EQUIPMENT OPERATOR,CAUGHT BETWEEN,CRUSHED,CONCUSSION,SLOPE,TREE TRIMMING",,,,,,783,X,,,2019-07-22 00:18:29+00:00
200073104,453720,2007-01-09 14:00:00+00:00,,Worker Receives Injuries When Thrown Against Crane Bumper,"BACK,CAUGHT BETWEEN,ABRASION,STRUCK BY,TRACTOR TRAILER,TRAILER,CONTUSION,CRANE,TRUCK DRIVER",H,1.0,15.0,A,E,1791,,,,2019-07-22 00:18:29+00:00
200200335,418200,1997-07-18 10:00:00+00:00,,Employee killed when run over by backing dump truck,"BACK-UP ALARM,HIGHWAY,SIGNALMAN,WORK RULES,EQUIPMENT OPERATOR,CONSTRUCTION,EARTHMOVING EQUIP,DUMP TRUCK,RUN OVER,BACKING UP",I,,,E,B,1611,X,,,2019-07-22 00:18:29+00:00
200200343,418200,1997-09-19 10:30:00+00:00,,Employee struck in head and killed by asphalt hopper,"HEAD,RIGGING,REPAIR,UNSECURED,BLOCKS,WORK RULES,MECHANIC,CONSTRUCTION,STRUCK BY,FALLING OBJECT",I,,,C,A,1611,X,,,2019-07-22 00:18:29+00:00
200200350,418200,1997-07-09 14:45:00+00:00,,"Employee injures head in fall from roof, later dies","HEAD,ROOF,DEMOLITION,CONSTRUCTION,FALL",H,1.0,9.0,A,D,1795,X,,,2019-07-22 00:18:29+00:00
200200368,418200,1997-10-23 06:00:00+00:00,,Employee dies from blunt head trauma after fall,"HEAD,STEPLADDER,WORK RULES,LADDER,DIZZINESS,FALL",,,,,,5411,X,,,2019-07-22 00:18:29+00:00
200053213,728900,2008-06-23 12:00:00+00:00,,Employee Sustains Burns When Gasoline Vapors Ignite,"BURN,HEAT,STATIC ELECTRICITY,FIRE,GAS,SMOKE,CHEMICAL VAPOR,GASOLINE,CART,LEG",,,,,,7999,,,,2019-07-22 00:18:29+00:00
200053239,728900,2007-12-15 21:00:00+00:00,,Employee overcome by carbon monoxide from gas-powered tool,"VENTILATION,WORK RULES,CONSTRUCTION,INHALATION,EXHAUST FUMES,CHEMICAL VAPOR,OVEREXPOSURE,CARBON MONOXIDE,CHEMICAL",C,4.0,,F,A,1771,,,,2019-07-22 00:18:29+00:00
200053247,728900,2008-08-04 08:40:00+00:00,,Employee's Leg Is Injured When Struck by Trailer,"ABRASION,STRUCK BY,TRAILER,RUN OVER,CONTUSION,LEG",,,,,,4213,,,,2019-07-22 00:18:29+00:00
200053254,728900,2008-08-04 08:45:00+00:00,,Employee Is Injured by Exploding Tire,"HEAD,SINGLE PIECE RIM,UNCONSCIOUSNESS,TIRE BEAD,EXPLOSION,INFLATING,STRUCK BY,CONCUSSION,TIRE",,,,,,3523,,,,2019-07-22 00:18:29+00:00
200053262,728900,2008-08-18 10:45:00+00:00,,Electrician Is Burned in Arc Flash,"BURN,ELECTRIC ARC,PPE,ELECTRICIAN,FOREARM,ELECTRICAL WORK,FACE,HAND",C,1.0,30.0,E,A,1731,,,,2019-07-22 00:18:29+00:00
200053270,728900,2008-09-03 03:45:00+00:00,,Employee Is Burned When Air Compressor Fails,"BURN,AIR PRESSURE,COMPRESSOR,FIRE,LUBRICATING FLUID,EQUIPMENT FAILURE,SPILL",,,,,,2013,,,,2019-07-22 00:18:29+00:00
200053288,728900,2008-09-24 13:30:00+00:00,,Employee Is Killed When Head Is Crushed,"HEAD,CAUGHT BETWEEN,CRUSHED",,,,,,211,X,,,2019-07-22 00:18:29+00:00
200053296,728900,2008-09-03 16:00:00+00:00,,Employee Falls from Ladder and Later Dies,"HEAD,SHOULDER,UNSECURED,LADDER,FALL",A,2.0,8.0,B,A,1761,X,,,2019-07-22 00:18:29+00:00
200053304,728900,2008-08-26 12:30:00+00:00,,Two Employees Are Injured in Trench Cave-In,"SHOULDER,TRENCH,HEAT EXHAUSTION,CAVE-IN,SPRAIN",G,,,B,B,1794,,,,2019-07-22 00:18:29+00:00
200053312,728900,2008-10-15 16:30:00+00:00,,"Heavy Machinery Strikes Worker, Crushing and Killing Him","HEAD,UNSECURED,ROLL-OVER,LOAD SHIFT,CRUSHED,INDUSTRIAL TRUCK,MECH MAT HANDLING,STRUCK BY,FALLING OBJECT,UNSTABLE LOAD",,,,,,722,X,,,2019-07-22 00:18:29+00:00
200053320,728900,2008-09-29 13:55:00+00:00,,Two Employees Fracture Legs in Fall from Balcony,"FRACTURE,CONSTRUCTION,FALL,FALL PROTECTION,WORK SURFACE,LEG",,,,,,6513,,,,2019-07-22 00:18:29+00:00
200053338,728900,2008-11-19 15:00:00+00:00,,Painter Dies from Contacting Overhead Line While on a Lift,"OVERHEAD POWER LINE,ELECTROCUTED,FIRE,ELECTRIC SHOCK,FALL,AERIAL LIFT",A,2.0,,A,C,1721,X,,,2019-07-22 00:18:29+00:00
200263705,627100,2009-09-23 13:15:00+00:00,,Employee Is Crushed and Killed by Mobile Home,"MOBILE HOME,CRUSHED,JACK,UNSTABLE POSITION",A,1.0,20.0,A,A,1799,X,,,2019-07-22 00:18:29+00:00
200263747,627100,2009-10-17 07:30:00+00:00,,Employee Is Run over and Killed by Truck Trailer,"CHEST,HEAD,ABDOMEN,MILLING MACHINE,TRAILER TRUCK,STRUCK BY,RUN OVER,MOTOR VEHICLE",,,,,,2411,X,,,2019-07-22 00:18:29+00:00
200263762,627100,2009-10-16 16:00:00+00:00,,Employee Slip and Drowns While Boarding Barge,"BARGE,LUNG,SLIP,PLANK,DROWN,WATER",,,,,,7538,X,,,2019-07-22 00:18:29+00:00
200263770,627100,2009-11-03 11:15:00+00:00,,"Employee Strikes Head in Fall from Ladder, Is Killed","HEAD,LADDER,STRUCK AGAINST,FALL,CONCUSSION,LOST BALANCE",,,,,,5311,X,,,2019-07-22 00:18:29+00:00
200263788,627100,2009-12-23 09:39:00+00:00,,Employee Is Electrocuted While Moving Live Wire,"ELECTROCUTED,CONSTRUCTION,ELEC CIRC PART--MISC,ELECTRIC SHOCK",H,2.0,,F,A,1721,X,,,2019-07-22 00:18:29+00:00
200263796,627100,2009-10-23 09:46:00+00:00,,Employee Is Killed When Struck by Culvert Pipe,"FRACTURE,HEAD,CAUGHT BETWEEN,CRUSHED,STRUCK BY,TRAILER,FALLING OBJECT,UNSTABLE LOAD",Q,,8.0,A,A,1794,X,,,2019-07-22 00:18:29+00:00
200263804,627100,2010-01-21 16:30:00+00:00,,Employee Dies after Fall from Joist,"HEAD,JOIST,CONSTRUCTION,FALL,FALL PROTECTION",A,1.0,10.0,B,A,1521,X,,,2019-07-22 00:18:29+00:00
200263812,627100,2010-02-03 10:15:00+00:00,,Employee Is Killed in Fall from Communication Tower,"COMMUNICATION TOWER,DEMOLITION,FALL,FALL PROTECTION,TOWER,COMMUNICATION",K,15.0,300.0,A,D,1623,X,,,2019-07-22 00:18:29+00:00
200263820,627100,2010-03-17 15:00:00+00:00,,Employee Is Covered with Corn and Dies of Aphyxiation,"ASPHYXIATED,GRAIN",,,,,,5153,X,,,2019-07-22 00:18:29+00:00
200263838,627100,2010-03-31 07:15:00+00:00,,Employee Dies from Asthma Attack,"DUST,ALLERGIC REACTION,SUFFOCATED,RESPIRATORY TRACT",,,,,,3999,X,,,2019-07-22 00:18:29+00:00
200263846,627100,2010-02-22 08:00:00+00:00,,Employee Dies after Being Crushed in Freight Elevator,"HEAD,ELEVATOR GATE,PINNED,CAUGHT BETWEEN,CRUSHED,ELEVATOR",,,,,,2099,X,,,2019-07-22 00:18:29+00:00
200263853,627100,2010-04-15 10:04:00+00:00,,Worker Is Electrocuted after Falling Into Switch Gear,"ELECTROCUTED,FALL",,,,,,4911,X,,,2019-07-22 00:18:29+00:00
200263861,627100,2010-05-28 18:01:00+00:00,,EMPLOYEE FELL APPROXIMATELY 240 FEET FROM A CELL PHONE TOWER,"FOOTINGS,FALL,TOWER",K,,250.0,A,A,1731,X,,,2019-07-22 00:18:29+00:00
200263879,627100,2010-05-17 08:48:00+00:00,,Employee Is Electrocuted While Setting Up Rig,"CPR,ELECTROCUTED,OIL WELL DRILLING,ELECTRICAL WORK,LOCKOUT,SET UP,GAS WELL DRILLING,ELECTRIC GENERATOR",,,,,,1381,X,,,2019-07-22 00:18:29+00:00
200263887,627100,2010-05-18 09:00:00+00:00,,Employee Dies in Timber Accident,"CRUSHED,LACERATION,LUMBER,TREE,FALL,STRUCK BY",,,,,,2411,X,,,2019-07-22 00:18:29+00:00
200263903,627100,2010-07-15 15:15:00+00:00,,Employee Dies of Heat Stroke While Working in Tomato Fields,"HEAT,UNCONSCIOUSNESS,AGRICULTURE,HEAT STROKE,HEAT EXHAUSTION",,,,,,161,X,,,2019-07-22 00:18:29+00:00
200263911,627100,2010-07-30 19:03:00+00:00,,Employee Suffers Electrical Shock and Is Killed,"HEAD,ELECTROCUTED,ELECTRIC SHOCK,FOOT",,,,,,3357,X,,,2019-07-22 00:18:29+00:00
200263929,627100,2010-08-20 02:15:00+00:00,,Employee Injured in Forklift Accident,"INDUSTRIAL TRUCK,STRUCK BY",,,,,,5211,X,,,2019-07-22 00:18:29+00:00
200263937,627100,2010-08-27 21:30:00+00:00,,Employee Is Crushed and Killed by Falling Pallet,"CRUSHED,INDUSTRIAL TRUCK,PALLET,STRUCK BY,ELEVATED WORK PLAT,FALLING OBJECT",,,,,,4222,X,,,2019-07-22 00:18:29+00:00
200263945,627100,2010-09-13 18:45:00+00:00,,Employee Is Killed in Fall from Rolling Ladder Tower,"LADDER,FALL,STORAGE AREA",,,,,,5211,X,,,2019-07-22 00:18:29+00:00
200263952,627100,2010-09-20 13:30:00+00:00,,Employee Is Killed Falling Into Unprotected Pit,"HEAD,STRUCK AGAINST,FALL,UNGUARDED",,,,,,112,X,,,2019-07-22 00:18:29+00:00
200263960,627100,2010-09-17 18:00:00+00:00,,Employee Dies from Heat Stroke,"HEAT,CLEANING,HEAT STROKE,HIGH TEMPERATURE",,,,,,7699,X,,,2019-07-22 00:18:29+00:00
200263978,627100,2010-08-18 12:00:00+00:00,,Backhoe Operator Is Crushed While Working on Machine,"CHEST,MAINTENANCE,ABDOMEN,CONSTRUCTION,EARTHMOVING EQUIP,LOCKOUT,CRUSHED,FALLING OBJECT,BACKHOE,TIRE",I,1.0,,A,E,1794,X,,,2019-07-22 00:18:29+00:00
