SUMMARY_NR,REPORT_ID,EVENT_DATE,EVENT_TIME,EVENT_DESC,EVENT_KEYWORD,CONST_END_USE,BUILD_STORIES,NONBUILD_HT,PROJECT_COST,PROJECT_TYPE,SIC_LIST,FATALITY,STATE_FLAG,ABSTRACT_TEXT,LOAD_DT
200642023,627700,2001-08-01 15:30:00+00:00,,Employee dies when sand line amputates legs,"AMPUTATED,WIRE ROPE,WORK RULES,OIL WELL DRILLING,CAUGHT BY,EQUIPMENT FAILURE,OIL RIG,LEG",,,,,,1389,X,,,2019-07-22 00:18:29+00:00
200642031,627700,2001-08-22 14:00:00+00:00,,"One employee killed, one injured in electric shock and fall","GRINDER,INADEQUATE MAINT,INSULATED TOOL,WORK RULES,CONSTRUCTION,ELEC CIRC PART--MISC,ELECTRIC SHOCK,FALL,FALL PROTECTION,ELECTRIC CORD",H,1.0,,B,A,1542,X,,,2019-07-22 00:18:29+00:00
200642049,627700,2000-10-20 09:55:00+00:00,,Employee killed when oil tank explodes during welding,"INSTALLING,FLAMMABLE LIQUID,WORK RULES,FIRE,OIL TANK,CONSTRUCTION,WELDING,CRUDE OIL,EXPLOSION,UNTRAINED",K,,15.0,B,A,1799,X,,,2019-07-22 00:18:29+00:00
200642056,627700,2001-09-22 00:30:00+00:00,,Employee killed when struck by drive-in forks,"CHEST,WORK RULES,INDUSTRIAL TRUCK,FALL,STRUCK BY",,,,,,7381,X,,,2019-07-22 00:18:29+00:00
200642064,627700,2001-08-10 16:55:00+00:00,,Employee killed when struck by lightning,"STORM,ROOF,WORK RULES,CONSTRUCTION,LIGHTNING",B,2.0,,A,C,1761,X,,,2019-07-22 00:18:29+00:00
200642072,627700,2001-09-14 10:30:00+00:00,,Employee Killed In Fall Through Roof Hole,"ROOF,SHEET METAL,ROOF DECKING,UNSECURED,ROOFER,FALL,FALL PROTECTION,LEADING EDGE,ROOF OPENING,UNGUARDED",,,,,,1791,X,,,2019-07-22 00:18:29+00:00
200642080,627700,2001-08-06 12:00:00+00:00,,Employee Dies Of Heart Attack Due To Heat Stress,"HEART,HEAT,ROCK,HEART ATTACK,STRUCK AGAINST,SANDBLASTING",,,,,,1389,X,,,2019-07-22 00:18:29+00:00
200642098,627700,2001-09-17 11:15:00+00:00,,Employee Killed In Fall Through Skylight Hole,"SKYLIGHT,ROOF,CONSTRUCTION,ROOFER,FALL,UNGUARDED",C,1.0,,C,A,1541,X,,,2019-07-22 00:18:29+00:00
200642106,627700,2001-07-26 17:30:00+00:00,,Employee dies from heat attack resulting from heat,"CARDIOVASC SYSTEM,HEART,CPR,HEART ATTACK,NAUSEA,MANUAL MAT HANDLING,FAINTED",,,,,,5311,X,,,2019-07-22 00:18:29+00:00
200642114,627700,2001-10-17 14:50:00+00:00,,Employee is killed in fall from communications tower,"HIGH WIND,COMMUNICATION TOWER,TELECOM WORK,UNSECURED,WORK RULES,CONSTRUCTION,FALL,FALL PROTECTION,STRUCK BY,FALLING OBJECT",K,,1800.0,A,A,1623,X,,,2019-07-22 00:18:29+00:00
200642122,627700,2001-10-25 08:30:00+00:00,,Employee Killed When Struck By Falling Culvert,"CHEST,HEART,RIGGING,DRAIN PIPE,STRUCK BY,FALLING OBJECT,PRY BAR,PUNCTURE",G,,5.0,D,A,1623,X,,,2019-07-22 00:18:29+00:00
200642130,627700,2001-11-06 14:30:00+00:00,,Employee electrocuted in contact with charged water pipes,"INSTALLING,PROTECTIVE GROUNDING,WORK RULES,ELECTROCUTED,STRUCK AGAINST,CONSTRUCTION,ELEC CIRC PART--MISC,ELECTRIC CONDUCTOR,PLUMBING",C,1.0,,A,B,1711,X,,,2019-07-22 00:18:29+00:00
200642148,627700,2001-11-12 18:00:00+00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE THRU POLE,"DIGGER-DERRICK,ELEC PROTECT EQUIP,OVERHEAD POWER LINE,ELECTRICAL,POWER LINE WORKER,ELECTROCUTED,E PTD,ELEC UTILITY WORK,UTILITY POLE",O,,40.0,D,E,1623,X,,,2019-07-22 00:18:29+00:00
200642155,627700,2001-11-23 07:30:00+00:00,,Employee Killed When Struck By A Load,"WIRE ROPE,LOAD SHIFT,CAUGHT BETWEEN,STRUCK BY,CONCUSSION,SLING,TRAILER",Q,,,B,E,1623,X,,,2019-07-22 00:18:29+00:00
200642163,627700,2001-10-30 14:00:00+00:00,,ELECTRIC SHOCK - CONTACT WITH OVERHEAD LINE,"ELEC PROTECT EQUIP,OVERHEAD POWER LINE,ELECTRICAL,POWER LINE WORKER,ELECTROCUTED,E PTD,ELEC UTILITY WORK",O,,,B,E,1623,X,,,2019-07-22 00:18:29+00:00
200642171,627700,2001-11-28 09:30:00+00:00,,Employee killed when coat gets caught on conveyor belt shaft,"CHEST,CLOTHING,ROTATING SHAFT,CAUGHT BY,JAMMED,CRUSHED,SHAFT,CONVEYOR,CONVEYOR BELT,CONTUSION",,,,,,2048,X,,,2019-07-22 00:18:29+00:00
200642189,627700,2001-12-04 08:10:00+00:00,,EMPLOYEE RUN DOWN BY AERIAL LIFT TRUCK,"BACK-UP ALARM,HEAD,ELEC UTILITY WORK,STRUCK BY,AERIAL LIFT,BACKING UP",O,,,A,A,1623,X,,,2019-07-22 00:18:29+00:00
200642197,627700,2001-04-30 13:00:00+00:00,,Employee accidentally sticks needle in her arm on a farm,"FARM MACHINERY,ARM,HAND,PUNCTURE",,,,,,213,X,,,2019-07-22 00:18:29+00:00
200642213,627700,2001-12-18 08:30:00+00:00,,Employee Killed In Fall From Communications Tower,"COMMUNICATION TOWER,FALL,FALL PROTECTION,CONCUSSION",K,,,A,B,1791,X,,,2019-07-22 00:18:29+00:00
200642304,627700,2001-11-14 15:50:00+00:00,,Employee is killed when struck by falling load of pipe,"UNSECURED,WORK RULES,LOAD SHIFT,CRUSHED,OFF LOADING,SHARP TURN,STRUCK BY,FALLING OBJECT,TRUCK DRIVER,UNSTABLE LOAD",,,,,,4213,X,,,2019-07-22 00:18:29+00:00
200642312,627700,2001-12-12 18:45:00+00:00,,Employee Killed When Run Over By A Semi-truck,"FRACTURE,TRUCK,STRUCK BY,RUN OVER",,,,,,4231,X,,,2019-07-22 00:18:29+00:00
200642353,627700,2001-11-14 16:30:00+00:00,,Employee falls from scaffold,"PLANK,BRACE,FALL,SCAFFOLD",A,1.0,4.0,B,A,1741,X,,,2019-07-22 00:18:29+00:00
200642361,627700,2002-02-08 07:10:00+00:00,,Employee killed from gas line explosion while digging trench,"NATURAL GAS,TRENCH,GAS,TRENCH DIGGER,EXPLOSION,TRACTOR",,,,,,3531,X,,,2019-07-22 00:18:29+00:00
200642379,627700,2002-02-11 10:45:00+00:00,,Employee killed when crushed by forklift,"PINNED,CONSTRUCTION,CAUGHT BETWEEN,CRUSHED,INDUSTRIAL TRUCK,AERIAL LIFT",J,,,F,A,1622,X,,,2019-07-22 00:18:29+00:00
200642387,627700,2002-02-18 08:00:00+00:00,,Employee died due to burns from an explosion,"BURN,EXPLOSION,MOLTEN METAL,MELTING FURNACE",,,,,,3325,X,,,2019-07-22 00:18:29+00:00
200642395,627700,2002-03-02 12:13:00+00:00,,Employee killed when crushed by scissor lift,"FRACTURE,MAINTENANCE,HYDRAULIC CYLINDER,CAUGHT BETWEEN,CRUSHED,AERIAL LIFT",,,,,,5411,X,,,2019-07-22 00:18:29+00:00
200642403,627700,2002-03-06 21:00:00+00:00,,"Employee killed, another injured in gas explosion","BURN,COMPRESSOR,NATURAL GAS,GAS,EXPLOSION",,,,,,1389,X,,,2019-07-22 00:18:29+00:00
200642411,627700,2002-02-06 06:30:00+00:00,,Employee died after falling from elevated platform,"LOADING,WAREHOUSE,FALL,STORAGE RACK",,,,,,4225,X,,,2019-07-22 00:18:29+00:00
200642429,627700,2001-12-12 23:45:00+00:00,,Two Employees Burned by Flash Fire,"BURN,CLOTHING,OXYGEN,VENTILATION,CONFINED SPACE,FIRE,WELDER,ARC WELDING,ASPHALT,SILO",,,,,,3531,X,,,2019-07-22 00:18:29+00:00
200642437,627700,2002-04-15 10:30:00+00:00,,Employee electrocuted when ladder contacts power lines,"CLEARANCE,HIGH WIND,EXTENSION LADDER,OVERHEAD POWER LINE,WORK RULES,ELECTROCUTED,STRUCK AGAINST,CONSTRUCTION,METAL LADDER,UNSTABLE POSITION",C,2.0,,A,C,1761,X,,,2019-07-22 00:18:29+00:00
200642445,627700,2002-04-29 15:00:00+00:00,,EMPLOYEE RUN OVER BY AERIAL LIFT TRUCK,"HEAD,MECHANIC,RUN OVER,AERIAL LIFT,INATTENTION",O,,,F,C,1623,X,,,2019-07-22 00:18:29+00:00
200642460,627700,2002-05-16 09:00:00+00:00,,Switch Gear Technician Is Electrocuted Cleaning Cabinet,"ELECTRICAL,CLEANING,ELECTROCUTED,ELECTRONIC TECHNICN,ELECTRONIC WORK,ELECTRIC SHOCK,ELECTRICAL CABINET,SWITCHGEAR,TRANSFORMER",,,,,,7629,X,,,2019-07-22 00:18:29+00:00
200642486,627700,2002-05-14 14:00:00+00:00,,BURN - ELECTRICAL FAULT IN CABINET,"BURN,ELECTRIC ARC,ELECTRICAL,POWER LINE WORKER,E PTD,SUBSTATION,ELEC UTILITY WORK,ELECTRICAL CABINET,ELECTRICAL FAULT",,,,,,4911,X,,,2019-07-22 00:18:29+00:00
200642494,627700,2002-05-16 10:15:00+00:00,,Employee killed when struck by a suspend crane load,"STEEL BEAM,SUSPENDED LOAD,CRUSHED,STRUCK BY,CRANE",,,,,,3312,X,,,2019-07-22 00:18:29+00:00
200642502,627700,2002-05-30 14:14:00+00:00,,Employee dies of cardiac arrest due to natural causes,"CARDIOVASC SYSTEM,HEART,UNCONSCIOUSNESS,CONSTRUCTION,WASTE PROC FAC,CARDIAC ARREST",G,1.0,,A,B,1771,X,,,2019-07-22 00:18:29+00:00
200642510,627700,2002-06-21 10:35:00+00:00,,Employee killed when excavator falls into void,"CONCRETE SLAB,DEMOLITION,COLLAPSE,EXCAVATOR,FALL,CONCRETE",H,1.0,,B,D,1795,X,,,2019-07-22 00:18:29+00:00
200642536,627700,2002-02-14 14:00:00+00:00,,Employee Killed When Caught by Rotating Pipe,"CLOTHING,FRACTURE,LATHE,ROTATING PARTS,SLIP,CAUGHT BY,PIPE,LOST BALANCE",,,,,,3498,X,,,2019-07-22 00:18:29+00:00
200642544,627700,2002-07-11 12:30:00+00:00,,Three Employees Burned from Chemical Splash,"CAUSTIC,PPE,OIL WELL DRILLING,CHEMICAL BURN,PIPE,CHEMICAL VAPOR,OIL RIG,CHEMICAL",,,,,,1311,,,,2019-07-22 00:18:29+00:00
200470094,253620,2010-01-20 14:50:00+00:00,,Employee Is Injured in Motor Vehicle Accident,"TRAFFIC ACCIDENT,MOTOR VEHICLE",,,,,,9221,X,,,2019-07-22 00:18:29+00:00
200470219,253620,2004-07-02 16:00:00+00:00,,Employee Killed in Vehicle Accident,"CHEST,EJECTED,TRAFFIC ACCIDENT,SEAT BELT,MOTOR VEHICLE,OVERTURN",,,,,,9221,X,,,2019-07-22 00:18:29+00:00
200710101,636900,1996-08-22 13:15:00+00:00,,Employee struck and killed when pipe falls from trailer,"UNSECURED,WORK RULES,MANUAL MAT HANDLING,OFF LOADING,STRUCK BY,FALLING OBJECT,METAL PIPE,TRUCK DRIVER,UNSTABLE POSITION",,,,,,3443,X,,,2019-07-22 00:18:29+00:00
202657813,950643,2013-01-19 09:32:00+00:00,,Employee's Arm Caught in Conveyor Belt,"FRACTURE,DUMPSTER,HEALTH CARE FACILITY,INDUSTRIAL TRUCK,CONVEYOR,PULLEY,HAND",,,,,,761,,,,2019-07-22 00:18:31+00:00
202657821,950643,2013-05-02 16:30:00+00:00,,Worker Cuts Finger with Band Saw,"BANDSAW,FINGER,SAW,LACERATION,CUTTING AND BURNING",,,,,,5251,,,,2019-07-22 00:18:31+00:00
202657839,950643,2013-03-13 16:23:00+00:00,,Drywall Installer Falls from Ladder and Severs Spine,"SEVERED,INSTALLING,WALL,SPINE,LADDER,CONSTRUCTION,BACK,FALL,FALL PROTECTION,UNSTABLE POSITION",A,1.0,,A,B,1721,,,,2019-07-22 00:18:31+00:00
200532307,751910,2008-05-06 13:25:00+00:00,,Employee Is Injured When Fingers Amputated by Table Saw,"AMPUTATED,FINGER,MACHINE OPERATOR,BLADE,UNGUARDED,TABLE SAW",,,,,,1751,,,,2019-07-22 00:18:29+00:00
200532315,751910,2008-06-12 08:51:00+00:00,,Employee Falls from Roof and Dies,"FRACTURE,ROOF,CONSTRUCTION,FALL,FALL PROTECTION,NECK",H,1.0,35.0,A,A,1542,X,,,2019-07-22 00:18:29+00:00
200532323,751910,2008-05-21 00:30:00+00:00,,Employee Amputates Finger in Blender,"ROTATING PARTS,AMPUTATED,FINGER,CAUGHT BY,NIP POINT,DOOR MACHINE,MACHINE--MISC",,,,,,2013,,,,2019-07-22 00:18:29+00:00
200532331,751910,2008-05-13 06:00:00+00:00,,Employee's Fingers Are Amputated by Auger,"AMPUTATED,FINGER,CLEANING,AUGER",,,,,,3325,,,,2019-07-22 00:18:29+00:00
200532349,751910,2008-04-17 14:15:00+00:00,,Employee Amputates Finger in Belly Press,"AMPUTATED,FINGER,PACKING HOUSE,LOCKOUT,PRESS",,,,,,2011,,,,2019-07-22 00:18:29+00:00
200532356,751910,2008-05-05 09:55:00+00:00,,Employee Amputates Fingers in Press Slide,"AMPUTATED,FINGER,JAMMED,LOCKOUT,NIP POINT,PRESS",,,,,,3363,,,,2019-07-22 00:18:29+00:00
200532364,751910,2008-04-04 07:30:00+00:00,,Employee Amputates Finger While Cutting Metal,"SHEARING MACHINE,AMPUTATED,BARRIER GUARD,FINGER,MACHINE OPERATOR,CAUGHT BETWEEN,METAL STRIP,BLADE",,,,,,3441,,,,2019-07-22 00:18:29+00:00
200532372,751910,2008-07-01 10:30:00+00:00,,Three Employees Are Injured in Fall Down Elevator Shaft,"CHAIN,COMPRESSOR,FRACTURE,FALL,ELEVATOR,ELEVATOR SHAFT",D,7.0,,D,C,1541,,,,2019-07-22 00:18:29+00:00
200570422,316700,2001-11-04 15:00:00+00:00,,Two employees killed when pump hoist boom hits power line,"CLEARANCE,OVERHEAD POWER LINE,HOISTING MECHANISM,WORK RULES,ELECTROCUTED,STRUCK AGAINST,CONSTRUCTION,ELEC CIRC PART--MISC,TRUCK BOOM",A,1.0,20.0,A,C,1781,X,,,2019-07-22 00:18:29+00:00
200570430,316700,2001-12-27 11:15:00+00:00,,Employee killed when run over by car,"TRAFFIC ACCIDENT,VEHICLE,FLAGMAN,CONCUSSION,RUN OVER,TREE TRIMMING",,,,,,783,X,,,2019-07-22 00:18:29+00:00
200570448,316700,2002-02-19 12:45:00+00:00,,Employee dies from fall off elevated platform,"FALL,FALL PROTECTION,ELEVATED WORK PLAT,LOST BALANCE",,,,,,2451,X,,,2019-07-22 00:18:29+00:00
200570455,316700,2002-01-22 11:00:00+00:00,,Employee killed when burned during molten iron transfer,"BURN,ALCOHOL,FIRE,TOLUENE,EXPLOSION,MOLTEN METAL",,,,,,3321,X,,,2019-07-22 00:18:29+00:00
200570463,316700,2002-03-06 09:30:00+00:00,,Employee injured in fall from scaffolding,"LUNG,CONSTRUCTION,PUMP JACK SCAFFOLD,BACK,RIB,FALL,NECK,VERTEBRA,ANKLE,SCAFFOLD",B,3.0,30.0,E,A,1761,,,,2019-07-22 00:18:29+00:00
200570471,316700,2002-05-23 08:50:00+00:00,,Employee killed when run over by dump truck,"CHEST,HEAD,CONSTRUCTION,DUMP TRUCK,HOT ASPHALT,STRUCK BY,RUN OVER,ASPHALT",I,,,E,C,1611,X,,,2019-07-22 00:18:29+00:00
200570489,316700,2002-07-05 23:30:00+00:00,,Employee of a Steel Foundry Is Fatally Burned,"BURN,FOUNDRY,HIGH TEMPERATURE",,,,,,3325,X,,,2019-07-22 00:18:29+00:00
200570497,316700,2002-05-06 08:30:00+00:00,,Employee Killed By A Compactor Backing Up,"INDUSTRIAL TRUCK,LANDFILL,STRUCK BY",,,,,,8713,X,,,2019-07-22 00:18:29+00:00
200570505,316700,2002-06-15 19:49:00+00:00,,Employee found dead,"HEAT STROKE,HIGH TEMPERATURE",,,,,,182,X,,,2019-07-22 00:18:29+00:00
200570513,316700,2002-09-20 12:20:00+00:00,,Employee killed when ladder strikes overhead power line,"CLEARANCE,EXTENSION LADDER,OVERHEAD POWER LINE,WORK RULES,ELECTROCUTED,STRUCK AGAINST,CONSTRUCTION,MANUAL MAT HANDLING,METAL LADDER",B,2.0,,A,B,1761,X,,,2019-07-22 00:18:29+00:00
200570521,316700,2002-09-12 09:30:00+00:00,,Employee is killed when struck by falling tree,"HEAD,TREE FELLING,TREE,LOGGER,NECK,STRUCK BY",,,,,,2411,X,,,2019-07-22 00:18:29+00:00
200570539,316700,2002-11-20 14:15:00+00:00,,Employee killed in fall from work platform,"STRUCK AGAINST,FALL,ELEVATED WORK PLAT",,,,,,5149,X,,,2019-07-22 00:18:29+00:00
200570547,316700,2002-11-11 12:50:00+00:00,,Employee died when struck by steel tube,"WIRE ROPE,STEEL TUBE,SLIP,FALL,STRUCK BY,SLING,CRANE OPERATOR,CRANE",H,1.0,,G,A,1791,X,,,2019-07-22 00:18:29+00:00
200570554,316700,2002-11-28 11:00:00+00:00,,Employee killed by compost bunker filler machine,"FRONT END LOADER,CHIPPER,STRUCK BY",,,,,,2875,X,,,2019-07-22 00:18:29+00:00
200570562,316700,2003-01-16 10:15:00+00:00,,Employee killed after being crushed between lift and crane,"CAUGHT BETWEEN,CRUSHED,AERIAL LIFT,CRANE",D,1.0,,E,A,1541,X,,,2019-07-22 00:18:29+00:00
200570570,316700,2003-01-07 08:00:00+00:00,,Employee slip on ice and strikes his head,"WALL,SLIP,FALL,BRAIN",,,,,,5198,X,,,2019-07-22 00:18:29+00:00
200570588,316700,2002-12-27 08:00:00+00:00,,Employee died from complications of second-degree burns,"BURN,BOILER,TORSO,VALVE,ARM",,,,,,7699,X,,,2019-07-22 00:18:29+00:00
200570596,316700,2003-02-27 11:45:00+00:00,,Employee killed while clearing dust collection pipe,"WORK RULES,CAUGHT BY,LOCKOUT,SAW,CLOGGED,SAWMILL",,,,,,2421,X,,,2019-07-22 00:18:29+00:00
200570604,316700,2003-03-21 16:00:00+00:00,,Employee killed when struck by rail car mover,"MAINTENANCE,RAIL,RAILROAD CAR,STRUCK BY,RAILROAD",,,,,,3537,X,,,2019-07-22 00:18:29+00:00
200570612,316700,2003-01-25 10:42:00+00:00,,Employee died due to 24-foot fall,"ROOF,SLIP,ROOFER,FALL,SLIPPERY SURFACE,SLOPE",A,2.0,24.0,B,A,1761,X,,,2019-07-22 00:18:29+00:00
200570638,316700,2003-08-21 10:32:00+00:00,,Employee killed when struck by falling boom arm,"STRUCTURE MOVING,HEAD,BOOM,CRANE BOOM,STRUCK BY,FALLING OBJECT",,,,,,3531,X,,,2019-07-22 00:18:29+00:00
200570646,316700,2003-09-10 09:15:00+00:00,,Employee falls of the refuse truck and killed,"DUMP TRUCK,FALL",,,,,,4212,X,,,2019-07-22 00:18:29+00:00
200570653,316700,2003-09-25 03:05:00+00:00,,Trash collector is killed in vehicle accident,"GARBAGE TRUCK,TRAFFIC ACCIDENT,RIDING ON EQUIPMENT,CAUGHT BETWEEN,CRUSHED,LOG TRUCK,STRUCK BY,TRACTOR TRAILER,MOTOR VEHICLE",,,,,,4212,X,,,2019-07-22 00:18:29+00:00
200570661,316700,2003-07-31 10:30:00+00:00,,Tree Falls On Employee And Kills Him,"KICK BACK,FRACTURE,TREE FELLING,PPE,CHAIN SAW,TREE,STRUCK BY,FALLING OBJECT",,,,,,7999,X,,,2019-07-22 00:18:29+00:00
200570679,316700,2003-09-14 12:40:00+00:00,,Employee Is Electrocuted with Electric Magnetic Starter,"UNSECURED,ELECTRIC CABLE,ELECTROCUTED,BACK,ELECTRIC SHOCK",,,,,,3365,X,,,2019-07-22 00:18:29+00:00
200570687,316700,2003-10-08 08:30:00+00:00,,Employee is killed by flying object,"GRINDER,HEAD,ROTATING PARTS,STRUCK BY,FLYING OBJECT,GRINDING WHEEL,UNGUARDED",,,,,,3321,X,,,2019-07-22 00:18:29+00:00
200570695,316700,2003-11-24 09:50:00+00:00,,Employee Killed When Caught Between Drum And Support Bars,"SUPPORT POSTS,DRUM,CAUGHT BETWEEN,CONCUSSION",,,,,,3499,X,,,2019-07-22 00:18:29+00:00
200570703,316700,2004-01-13 13:05:00+00:00,,Employee dies from 20 foot fall,"HEAD,WALL,PPE,STRUCK AGAINST,FALL,CONCUSSION,LOST BALANCE",J,,20.0,G,A,1622,X,,,2019-07-22 00:18:29+00:00
200570711,316700,2003-11-20 07:15:00+00:00,,Employee is Killed in Fire and Explosion,"FLAMMABLE LIQUID,OFFICE AREA,FIRE,EXPLOSION",,,,,,4953,X,,,2019-07-22 00:18:29+00:00
200570729,316700,2004-03-22 07:00:00+00:00,,Overturned Machine Kills Employee,"HEAD,CRUSHED,STRUCK BY,FALLING OBJECT,JACK,OVERTURN",,,,,,2679,X,,,2019-07-22 00:18:29+00:00
200570737,316700,2004-03-18 10:30:00+00:00,,Employee Dies after Fall from Flatbed Trailer,"LOADING,HEAD,WORK RULES,FALL,CONCUSSION,WALKING BACKWARD,FLATBED TRUCK,CONCRETE,WORK SURFACE",,,,,,5012,X,,,2019-07-22 00:18:29+00:00
200570745,316700,2004-04-22 23:56:00+00:00,,Employee is killed when crushed by suspended load,"BEAM,ASPHYXIATED,STEEL,WIRE ROPE,SUSPENDED LOAD,PAINT,SHACKLE,CRUSHED,FALLING OBJECT,CHOKER",,,,,,3441,X,,,2019-07-22 00:18:29+00:00
200570752,316700,2004-05-26 12:45:00+00:00,,Employee is killed when he loses balance and falls from roof,"HEAD,ROOF,CONSTRUCTION,UNSTABLE SURFACE,FALL,FALL PROTECTION,LOST BALANCE,WORK SURFACE",H,3.0,,G,A,1741,X,,,2019-07-22 00:18:29+00:00
200570760,316700,2004-06-09 10:30:00+00:00,,Employee killed while operating asphalt mill conveyor,"CHEST,ASPHYXIATED,PINNED,MACHINE OPERATOR,MILLING MACHINE,CAUGHT BETWEEN,CONVEYOR,MILL--PLANT,ASPHALT",,,,,,3272,X,,,2019-07-22 00:18:29+00:00
200570778,316700,2004-07-06 10:30:00+00:00,,Employee electrocuted in contact with air handler capacitor,"CLEARANCE,MAINTENANCE,ELECTRICAL,WORK RULES,ELECTROCUTED,MECHANIC,STRUCK AGAINST,CONSTRUCTION,ELEC CIRC PART--MISC",H,1.0,,A,C,1711,X,,,2019-07-22 00:18:29+00:00
200570786,316700,2004-06-28 13:00:00+00:00,,Employee Is Killed When Crushed by Large Rock,"DEMOLITION,ROCK,CRUSHED,STRUCK BY",C,1.0,10.0,E,E,1541,X,,,2019-07-22 00:18:29+00:00
200570794,316700,2004-08-26 10:15:00+00:00,,Employee is killed in fall into winch handle,"EYE,STRUCK AGAINST,FALL,WINCH",,,,,,3713,X,,,2019-07-22 00:18:29+00:00
200570802,316700,2004-08-31 07:30:00+00:00,,Employee is crushed by machine,"CHEST,ABDOMEN,MOLDING MACHINE,LOCKOUT,CAUGHT BETWEEN,CRUSHED,FOUNDRY",,,,,,3321,X,,,2019-07-22 00:18:29+00:00
200570810,316700,2004-09-04 10:45:00+00:00,,Employee killed in mower rollover accident,"ROLL-OVER,STRUCK AGAINST,LACERATION,LAWN MOWER,STRUCK BY,BLADE,LEG",,,,,,782,X,,,2019-07-22 00:18:29+00:00
200570828,316700,2004-09-01 06:30:00+00:00,,Employee is killed in lawn mower accident,"EMBANKMENT,HEAD,LAWN MOWER,FALL,CONCUSSION,SLOPE,WORK SURFACE",,,,,,7992,X,,,2019-07-22 00:18:29+00:00
200570836,316700,2004-10-01 13:30:00+00:00,,Employee Struck and Killed by Girder Beam,"FRACTURE,HEAD,STEEL BEAM,GIRDER,STRUCK BY,CONCUSSION,SLING,CRANE",,,,,,3441,X,,,2019-07-22 00:18:29+00:00
200570844,316700,2004-07-29 10:15:00+00:00,,Flagman is struck by tractor trailer and is killed,"HEAD,HIGHWAY,FLAGMAN,STRUCK BY,TRACTOR TRAILER,CONCUSSION,INATTENTION,ROAD PAVING",I,,,B,B,1611,X,,,2019-07-22 00:18:29+00:00
200570851,316700,2004-10-16 10:00:00+00:00,,Employee Is Killed When He Falls from a Roof,"HEAD,ROOF,FALL,CONCUSSION",B,2.0,22.0,A,B,1761,X,,,2019-07-22 00:18:29+00:00
200570869,316700,2004-10-26 13:45:00+00:00,,Employee Is Killed in Fall from Metal Deck,"HEAD,STRUCK AGAINST,METAL DECKING,FALL,WORK SURFACE",H,1.0,18.0,E,A,1791,X,,,2019-07-22 00:18:29+00:00
200570877,316700,2004-10-27 11:48:00+00:00,,Employee killed when Struck By Falling Tree,"FRACTURE,HEAD,TREE FELLING,WORK RULES,TREE,STRUCK BY",,,,,,783,X,,,2019-07-22 00:18:29+00:00
200570885,316700,2004-10-11 16:20:00+00:00,,Employee killed when pinned by ROPS of roller compactor,"CLEARANCE,EXCAVATION,ROLLER--CONST EQUIP,PINNED,WORK RULES,CONSTRUCTION,SEAT BELT,FALL,LOST CONTROL,OVERTURN",A,,,C,A,1794,X,,,2019-07-22 00:18:29+00:00
200570893,316700,2004-11-23 06:48:00+00:00,,Employee Is Killed by Explosion,"HEAD,METHYL ALCOHOL,VAPOR,DRUM,FIRE,TORCH,EXPLOSION,STRUCK BY,CONTUSION,CUTTING AND BURNING",,,,,,5511,X,,,2019-07-22 00:18:29+00:00
200570901,316700,2004-12-17 14:00:00+00:00,,Employee is killed in fall from scaffold,"ROOF,FALL,SCAFFOLD",A,2.0,21.0,A,B,1542,X,,,2019-07-22 00:18:29+00:00
200570919,316700,2004-11-10 19:20:00+00:00,,Forklift Backs Into Ditch Killing Employee,"HEAD,IND TRK OPERATOR,DITCH,ROPS,CONSTRUCTION,CRUSHED,INDUSTRIAL TRUCK,CONCUSSION,FALLING OBJECT,BACKING UP",,,,,,2421,X,,,2019-07-22 00:18:29+00:00
200570927,316700,2005-05-02 08:45:00+00:00,,Window Washer Is Killed in Fall,"CHEST,WINDOW WASHER,ASPHYXIATED,LIFELINE,CLEANING,LANYARD,FALL,FALL PROTECTION,NECK",,,,,,7349,X,,,2019-07-22 00:18:29+00:00
200570935,316700,2005-06-08 09:30:00+00:00,,Race Track Worker Is Run over and Killed by Starting Gate,"RACETRACK,FALL,STRUCK BY,RUN OVER",,,,,,7948,X,,,2019-07-22 00:18:29+00:00
200570943,316700,2005-07-16 09:35:00+00:00,,Employee Is Killed in Fall from Crane,"HEAD,JIB CRANE,FALL,STRUCK BY,CONCUSSION,CRANE",,,,,,3536,X,,,2019-07-22 00:18:29+00:00
200570950,316700,2005-08-08 23:40:00+00:00,,Employee Suffers Multiple Fractures and Later Dies,"BLOOD CLOT,FRACTURE,HEAD,CONSTRUCTION,NOSE,FALL,FALL PROTECTION,ELEVATED WORK PLAT,WRIST",,,,,,2452,X,,,2019-07-22 00:18:29+00:00
200570968,316700,2005-09-12 07:35:00+00:00,,Employee Is Killed When Struck by Forklift,"ABDOMEN,INDUSTRIAL TRUCK,ABRASION,MANUAL MAT HANDLING,MECH MAT HANDLING,STRUCK BY,CONTUSION,TRUCK DRIVER",,,,,,4213,X,,,2019-07-22 00:18:29+00:00
200570976,316700,2006-01-06 09:59:00+00:00,,Employee Is Run over by Skid Steer Loader,"LOADING,VEHICLE IN GEAR,CONSTRUCTION,DUMP TRUCK,LOADER,STRUCK BY,RUN OVER,BACKING UP",I,,,A,A,1611,X,,,2019-07-22 00:18:29+00:00
